id,masterCategory,subCategory,articleType,,,,,,,
22949,Accessories,Watches,Watches,,,,,,,
42090,Footwear,Shoes,Sports Shoes,,,,,,,
2265,Apparel,Topwear,Tshirts,,,,,,,
27407,Apparel,Bottomwear,Capris,,,,,,,
13632,Apparel,Loungewear and Nightwear,Lounge Shorts,,,,,,,
57770,Personal Care,Skin,Mask and Peel,,,,,,,
33235,Apparel,Topwear,Shirts,,,,,,,
25350,Apparel,Innerwear,Briefs,,,,,,,
11165,Apparel,Topwear,Shirts,,,,,,,
5040,Footwear,Flip Flops,Flip Flops,,,,,,,
37695,Accessories,Bags,Backpacks,,,,,,,
14417,Footwear,Shoes,Heels,,,,,,,
58738,Apparel,Topwear,Tops,,,,,,,
52202,Accessories,Jewellery,Pendant,,,,,,,
4192,Apparel,Topwear,Tshirts,,,,,,,
11959,Footwear,Shoes,Casual Shoes,,,,,,,
36747,Apparel,Apparel Set,Clothing Set,,,,,,,
1626,Sporting Goods,Sports Equipment,Footballs,,,,,,,
40501,Accessories,Watches,Watches,,,,,,,
10271,Footwear,Shoes,Heels,,,,,,,
24044,Apparel,Topwear,Tshirts,,,,,,,
25196,Accessories,Bags,Handbags,,,,,,,
56464,Personal Care,Nails,Nail Polish,,,,,,,
32121,Apparel,Innerwear,Briefs,,,,,,,
53116,Apparel,Topwear,Tshirts,,,,,,,
5286,Accessories,Bags,Handbags,,,,,,,
36581,Apparel,Topwear,Shirts,,,,,,,
4354,Apparel,Topwear,Tshirts,,,,,,,
21536,Accessories,Bags,Handbags,,,,,,,
15703,Apparel,Topwear,Shirts,,,,,,,
51641,Accessories,Watches,Watches,,,,,,,
35304,Accessories,Jewellery,Earrings,,,,,,,
47724,Accessories,Bags,Handbags,,,,,,,
18820,Accessories,Wallets,Wallets,,,,,,,
6403,Footwear,Sandal,Sandals,,,,,,,
28689,Apparel,Topwear,Kurtas,,,,,,,
23261,Accessories,Watches,Watches,,,,,,,
17054,Footwear,Sandal,Sandals,,,,,,,
3171,Footwear,Shoes,Sports Shoes,,,,,,,
42256,Apparel,Bottomwear,Jeans,,,,,,,
12526,Footwear,Shoes,Casual Shoes,,,,,,,
26713,Apparel,Topwear,Tshirts,,,,,,,
43384,Accessories,Wallets,Wallets,,,,,,,
17868,Apparel,Innerwear,Briefs,,,,,,,
30676,Accessories,Eyewear,Sunglasses,,,,,,,
35136,Accessories,Jewellery,Bangle,,,,,,,
51473,Apparel,Topwear,Tshirts,,,,,,,
29569,Footwear,Shoes,Casual Shoes,,,,,,,
22181,Apparel,Topwear,Shirts,,,,,,,
42858,Accessories,Bags,Handbags,,,,,,,
23053,Apparel,Topwear,Tops,,,,,,,
17266,Apparel,Topwear,Tshirts,,,,,,,
47516,Apparel,Innerwear,Briefs,,,,,,,
6631,Footwear,Shoes,Sports Shoes,,,,,,,
12714,Footwear,Shoes,Sports Shoes,,,,,,,
26521,Apparel,Bottomwear,Shorts,,,,,,,
3343,Apparel,Topwear,Tshirts,,,,,,,
31596,Apparel,Topwear,Tshirts,,,,,,,
42064,Accessories,Bags,Trolley Bag,,,,,,,
2291,Apparel,Topwear,Tshirts,,,,,,,
9679,Apparel,Topwear,Tshirts,,,,,,,
10043,Apparel,Topwear,Tshirts,,,,,,,
57784,Personal Care,Makeup,Compact,,,,,,,
5888,Apparel,Topwear,Tshirts,,,,,,,
38629,Apparel,Topwear,Tshirts,,,,,,,
32313,Accessories,Watches,Watches,,,,,,,
56656,Footwear,Shoes,Casual Shoes,,,,,,,
11191,Accessories,Watches,Watches,,,,,,,
21704,Accessories,Watches,Watches,,,,,,,
15531,Accessories,Socks,Socks,,,,,,,
4166,Footwear,Shoes,Sports Shoes,,,,,,,
48906,Accessories,Jewellery,Pendant,,,,,,,
17602,Accessories,Eyewear,Sunglasses,,,,,,,
47172,Footwear,Sandal,Sandals,,,,,,,
34480,Apparel,Topwear,Tops,,,,,,,
6255,Apparel,Topwear,Tshirts,,,,,,,
35552,Footwear,Sandal,Sandals,,,,,,,
7387,Footwear,Shoes,Formal Shoes,,,,,,,
51017,Apparel,Innerwear,Bra,,,,,,,
30020,Accessories,Watches,Watches,,,,,,,
27097,Apparel,Topwear,Kurtas,,,,,,,
54565,Apparel,Topwear,Kurtas,,,,,,,
19798,Apparel,Topwear,Tshirts,,,,,,,
26145,Apparel,Bottomwear,Trousers,,,,,,,
3727,Apparel,Topwear,Tshirts,,,,,,,
42400,Apparel,Topwear,Tshirts,,,,,,,
29931,Accessories,Watches,Watches,,,,,,,
15969,Apparel,Topwear,Shirts,,,,,,,
56232,Apparel,Loungewear and Nightwear,Night suits,,,,,,,
10427,Apparel,Topwear,Shirts,,,,,,,
24612,Apparel,Topwear,Tshirts,,,,,,,
52692,Accessories,Watches,Watches,,,,,,,
45625,Footwear,Shoes,Casual Shoes,,,,,,,
4502,Footwear,Shoes,Sports Shoes,,,,,,,
37205,Apparel,Bottomwear,Jeans,,,,,,,
53740,Apparel,Bottomwear,Track Pants,,,,,,,
14087,Apparel,Topwear,Tshirts,,,,,,,
56000,Personal Care,Lips,Lipstick,,,,,,,
32545,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
59874,Apparel,Topwear,Shirts,,,,,,,
33497,Apparel,Bottomwear,Shorts,,,,,,,
40165,Accessories,Eyewear,Sunglasses,,,,,,,
10615,Footwear,Shoes,Casual Shoes,,,,,,,
24420,Footwear,Shoes,Sports Shoes,,,,,,,
45417,Footwear,Shoes,Flats,,,,,,,
4730,Apparel,Topwear,Tshirts,,,,,,,
21152,Apparel,Topwear,Tshirts,,,,,,,
59048,Footwear,Shoes,Heels,,,,,,,
39991,Footwear,Shoes,Casual Shoes,,,,,,,
15367,Footwear,Sandal,Sandals,,,,,,,
53572,Accessories,Watches,Watches,,,,,,,
38843,Apparel,Dress,Dresses,,,,,,,
20080,Apparel,Innerwear,Briefs,,,,,,,
47340,Accessories,Bags,Handbags,,,,,,,
6067,Apparel,Topwear,Tops,,,,,,,
23605,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
17430,Accessories,Watches,Watches,,,,,,,
51225,Apparel,Topwear,Tunics,,,,,,,
46292,Personal Care,Fragrance,Deodorant,,,,,,,
18478,Footwear,Shoes,Casual Shoes,,,,,,,
13090,Apparel,Topwear,Tshirts,,,,,,,
30212,Apparel,Topwear,Shirts,,,,,,,
3515,Apparel,Topwear,Tshirts,,,,,,,
42632,Accessories,Jewellery,Bracelet,,,,,,,
12142,Apparel,Topwear,Kurtas,,,,,,,
5843,Apparel,Topwear,Tshirts,,,,,,,
10088,Footwear,Shoes,Sports Shoes,,,,,,,
39730,Apparel,Topwear,Tops,,,,,,,
4991,Apparel,Dress,Dresses,,,,,,,
11966,Footwear,Shoes,Sports Shoes,,,,,,,
36778,Accessories,Watches,Watches,,,,,,,
7728,Footwear,Shoes,Casual Shoes,,,,,,,
55824,Apparel,Loungewear and Nightwear,Night suits,,,,,,,
42893,Accessories,Bags,Clutches,,,,,,,
28470,Apparel,Topwear,Tops,,,,,,,
43941,Footwear,Shoes,Heels,,,,,,,
55018,Personal Care,Lips,Lip Gloss,,,,,,,
19337,Apparel,Topwear,Jackets,,,,,,,
22976,Footwear,Shoes,Sports Shoes,,,,,,,
8760,Apparel,Bottomwear,Track Pants,,,,,,,
34813,Footwear,Flip Flops,Flip Flops,,,,,,,
27438,Apparel,Topwear,Tops,,,,,,,
29790,Apparel,Topwear,Tshirts,,,,,,,
22378,Apparel,Topwear,Shirts,,,,,,,
3986,Apparel,Topwear,Tshirts,,,,,,,
19939,Footwear,Shoes,Sports Shoes,,,,,,,
50758,Footwear,Sandal,Sandals,,,,,,,
2854,Apparel,Topwear,Tshirts,,,,,,,
28642,Apparel,Topwear,Tshirts,,,,,,,
49675,Accessories,Eyewear,Sunglasses,,,,,,,
16971,Footwear,Sandal,Sandals,,,,,,,
8552,Apparel,Topwear,Tshirts,,,,,,,
19105,Apparel,Topwear,Kurtas,,,,,,,
9480,Apparel,Topwear,Shirts,,,,,,,
33038,Apparel,Topwear,Kurtas,,,,,,,
44956,Personal Care,Fragrance,Deodorant,,,,,,,
11368,Apparel,Topwear,Jackets,,,,,,,
45884,Accessories,Watches,Watches,,,,,,,
39502,Accessories,Bags,Duffel Bag,,,,,,,
58535,Accessories,Eyewear,Sunglasses,,,,,,,
37498,Accessories,Watches,Watches,,,,,,,
25961,Apparel,Topwear,Tunics,,,,,,,
13867,Apparel,Topwear,Shirts,,,,,,,
28226,Personal Care,Fragrance,Deodorant,,,,,,,
16529,Apparel,Topwear,Shirts,,,,,,,
46259,Apparel,Topwear,Tunics,,,,,,,
6890,Apparel,Topwear,Tops,,,,,,,
8136,Accessories,Watches,Watches,,,,,,,
7942,Apparel,Topwear,Tshirts,,,,,,,
19561,Apparel,Topwear,Tshirts,,,,,,,
12189,Apparel,Topwear,Shirts,,,,,,,
36912,Accessories,Wallets,Wallets,,,,,,,
25539,Apparel,Topwear,Shirts,,,,,,,
39166,Apparel,Topwear,Kurtas,,,,,,,
20877,Footwear,Shoes,Casual Shoes,,,,,,,
57119,Apparel,Topwear,Tops,,,,,,,
59083,Apparel,Innerwear,Bra,,,,,,,
21199,Accessories,Belts,Belts,,,,,,,
41840,Footwear,Shoes,Sports Shoes,,,,,,,
40992,Apparel,Topwear,Tops,,,,,,,
58151,Accessories,Headwear,Caps,,,,,,,
5629,Footwear,Flip Flops,Flip Flops,,,,,,,
57925,Apparel,Bottomwear,Leggings,,,,,,,
38286,Apparel,Topwear,Tops,,,,,,,
14870,Accessories,Wallets,Wallets,,,,,,,
52659,Accessories,Bags,Handbags,,,,,,,
20279,Footwear,Shoes,Heels,,,,,,,
1887,Apparel,Topwear,Tshirts,,,,,,,
28014,Apparel,Innerwear,Trunk,,,,,,,
27860,Apparel,Topwear,Shirts,,,,,,,
31905,Apparel,Innerwear,Briefs,,,,,,,
43519,Apparel,Topwear,Tops,,,,,,,
28828,Apparel,Innerwear,Briefs,,,,,,,
18681,Apparel,Innerwear,Trunk,,,,,,,
13269,Apparel,Topwear,Tops,,,,,,,
19753,Apparel,Topwear,Tshirts,,,,,,,
49023,Accessories,Jewellery,Ring,,,,,,,
8304,Footwear,Shoes,Sports Shoes,,,,,,,
29300,Apparel,Topwear,Tshirts,,,,,,,
12941,Apparel,Topwear,Shirts,,,,,,,
18447,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
6864,Apparel,Bottomwear,Skirts,,,,,,,
9010,Footwear,Shoes,Casual Shoes,,,,,,,
48337,Accessories,Jewellery,Necklace and Chains,,,,,,,
26348,Accessories,Watches,Watches,,,,,,,
19595,Apparel,Topwear,Tshirts,,,,,,,
39192,Footwear,Shoes,Heels,,,,,,,
21951,Accessories,Bags,Handbags,,,,,,,
38040,Accessories,Watches,Watches,,,,,,,
59077,Apparel,Innerwear,Bra,,,,,,,
15358,Footwear,Shoes,Casual Shoes,,,,,,,
15956,Accessories,Ties,Ties,,,,,,,
10418,Apparel,Topwear,Tops,,,,,,,
14884,Accessories,Bags,Handbags,,,,,,,
59245,Accessories,Watches,Watches,,,,,,,
30823,Apparel,Bottomwear,Churidar,,,,,,,
48939,Accessories,Jewellery,Ring,,,,,,,
27894,Apparel,Topwear,Shirts,,,,,,,
26946,Apparel,Topwear,Tshirts,,,,,,,
29132,Accessories,Eyewear,Sunglasses,,,,,,,
51028,Apparel,Innerwear,Bra,,,,,,,
9222,Footwear,Shoes,Casual Shoes,,,,,,,
18675,Footwear,Shoes,Sports Shoes,,,,,,,
55488,Personal Care,Lips,Lip Gloss,,,,,,,
3718,Apparel,Topwear,Tshirts,,,,,,,
24249,Footwear,Shoes,Casual Shoes,,,,,,,
38616,Apparel,Topwear,Tshirts,,,,,,,
56669,Accessories,Watches,Watches,,,,,,,
4965,Apparel,Topwear,Tshirts,,,,,,,
10840,Apparel,Topwear,Tshirts,,,,,,,
59621,Apparel,Saree,Sarees,,,,,,,
11992,Apparel,Topwear,Tshirts,,,,,,,
4159,Footwear,Shoes,Sports Shoes,,,,,,,
35109,Accessories,Wallets,Wallets,,,,,,,
29556,Footwear,Shoes,Casual Shoes,,,,,,,
42867,Accessories,Bags,Handbags,,,,,,,
17259,Apparel,Topwear,Tshirts,,,,,,,
54902,Apparel,Topwear,Tshirts,,,,,,,
47529,Footwear,Shoes,Flats,,,,,,,
35935,Footwear,Shoes,Sports Shoes,,,,,,,
22982,Footwear,Shoes,Sports Shoes,,,,,,,
9646,Apparel,Topwear,Shirts,,,,,,,
48561,Accessories,Jewellery,Bracelet,,,,,,,
43189,Accessories,Watches,Watches,,,,,,,
23850,Footwear,Flip Flops,Flip Flops,,,,,,,
18211,Accessories,Headwear,Caps,,,,,,,
3972,Apparel,Topwear,Tops,,,,,,,
49681,Accessories,Ties,Ties,,,,,,,
42269,Footwear,Shoes,Casual Shoes,,,,,,,
16985,Footwear,Flip Flops,Flip Flops,,,,,,,
12519,Footwear,Shoes,Casual Shoes,,,,,,,
18023,Accessories,Belts,Belts,,,,,,,
9474,Apparel,Topwear,Shirts,,,,,,,
17857,Apparel,Innerwear,Trunk,,,,,,,
30649,Apparel,Topwear,Tshirts,,,,,,,
48753,Accessories,Jewellery,Bangle,,,,,,,
1619,Apparel,Bottomwear,Shorts,,,,,,,
38424,Accessories,Bags,Handbags,,,,,,,
57589,Personal Care,Lips,Lipstick,,,,,,,
45870,Accessories,Watches,Watches,,,,,,,
53129,Footwear,Shoes,Flats,,,,,,,
25995,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
59413,Apparel,Topwear,Tshirts,,,,,,,
32922,Apparel,Topwear,Tshirts,,,,,,,
21509,Accessories,Bags,Handbags,,,,,,,
5219,Accessories,Bags,Backpacks,,,,,,,
33850,Footwear,Shoes,Casual Shoes,,,,,,,
58561,Apparel,Bottomwear,Jeans,,,,,,,
25935,Accessories,Scarves,Scarves,,,,,,,
44902,Apparel,Bottomwear,Shorts,,,,,,,
57529,Footwear,Shoes,Casual Shoes,,,,,,,
38484,Accessories,Belts,Belts,,,,,,,
25109,Accessories,Belts,Belts,,,,,,,
19151,Apparel,Topwear,Tshirts,,,,,,,
49621,Footwear,Shoes,Heels,,,,,,,
8506,Footwear,Shoes,Sports Shoes,,,,,,,
16925,Apparel,Topwear,Sweaters,,,,,,,
46669,Personal Care,Fragrance,Deodorant,,,,,,,
16119,Footwear,Sandal,Sandals,,,,,,,
2800,Footwear,Shoes,Casual Shoes,,,,,,,
28616,Apparel,Topwear,Tshirts,,,,,,,
34249,Apparel,Bottomwear,Shorts,,,,,,,
22922,Accessories,Watches,Watches,,,,,,,
8734,Apparel,Topwear,Shirts,,,,,,,
19363,Footwear,Sandal,Sandals,,,,,,,
35995,Apparel,Topwear,Tshirts,,,,,,,
13659,Apparel,Topwear,Shirts,,,,,,,
34847,Footwear,Shoes,Sports Shoes,,,,,,,
43129,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
55870,Personal Care,Nails,Nail Polish,,,,,,,
47589,Footwear,Shoes,Heels,,,,,,,
43915,Apparel,Bottomwear,Shorts,,,,,,,
28424,Accessories,Eyewear,Sunglasses,,,,,,,
11932,Footwear,Shoes,Flats,,,,,,,
59681,Apparel,Innerwear,Briefs,,,,,,,
5817,Apparel,Topwear,Tshirts,,,,,,,
39764,Apparel,Bottomwear,Trousers,,,,,,,
27008,Apparel,Bottomwear,Jeans,,,,,,,
50966,Apparel,Innerwear,Bra,,,,,,,
49077,Personal Care,Eyes,Eyeshadow,,,,,,,
8350,Apparel,Topwear,Tshirts,,,,,,,
46803,Footwear,Shoes,Sports Shoes,,,,,,,
19707,Apparel,Topwear,Shirts,,,,,,,
55428,Personal Care,Lips,Lipstick,,,,,,,
27834,Accessories,Belts,Belts,,,,,,,
30883,Apparel,Topwear,Kurtas,,,,,,,
28040,Apparel,Innerwear,Briefs,,,,,,,
29192,Accessories,Bags,Backpacks,,,,,,,
51088,Free Items,Free Gifts,Free Gifts,,,,,,,
31951,Footwear,Shoes,Sports Shoes,,,,,,,
36348,Accessories,Ties,Ties,,,,,,,
58337,Footwear,Flip Flops,Flip Flops,,,,,,,
14018,Apparel,Topwear,Tshirts,,,,,,,
44768,Footwear,Shoes,Casual Shoes,,,,,,,
39300,Footwear,Shoes,Casual Shoes,,,,,,,
41814,Apparel,Innerwear,Bra,,,,,,,
45488,Apparel,Bottomwear,Shorts,,,,,,,
57971,Apparel,Saree,Sarees,,,,,,,
39132,Apparel,Bottomwear,Leggings,,,,,,,
41028,Accessories,Headwear,Caps,,,,,,,
11758,Apparel,Topwear,Tops,,,,,,,
36946,Footwear,Shoes,Sports Shoes,,,,,,,
37894,Apparel,Bottomwear,Tights,,,,,,,
20823,Footwear,Shoes,Formal Shoes,,,,,,,
58939,Accessories,Watches,Watches,,,,,,,
33408,Accessories,Wallets,Wallets,,,,,,,
48397,Apparel,Bottomwear,Jeans,,,,,,,
19535,Apparel,Topwear,Sweaters,,,,,,,
7916,Apparel,Topwear,Tshirts,,,,,,,
49245,Accessories,Headwear,Caps,,,,,,,
8162,Apparel,Topwear,Shirts,,,,,,,
28272,Personal Care,Fragrance,Deodorant,,,,,,,
13833,Apparel,Topwear,Sweatshirts,,,,,,,
22748,Apparel,Topwear,Kurtas,,,,,,,
18621,Apparel,Topwear,Tshirts,,,,,,,
50992,Apparel,Loungewear and Nightwear,Nightdress,,,,,,,
48151,Accessories,Wallets,Wallets,,,,,,,
28888,Apparel,Innerwear,Briefs,,,,,,,
49083,Personal Care,Lips,Lipstick,,,,,,,
47119,Footwear,Sandal,Sandals,,,,,,,
17669,Footwear,Shoes,Casual Shoes,,,,,,,
30877,Apparel,Topwear,Kurtas,,,,,,,
29166,Apparel,Dress,Dresses,,,,,,,
26912,Apparel,Topwear,Tops,,,,,,,
35539,Footwear,Sandal,Sandals,,,,,,,
4569,Footwear,Shoes,Sports Shoes,,,,,,,
1827,Footwear,Shoes,Sports Shoes,,,,,,,
15902,Footwear,Flip Flops,Flip Flops,,,,,,,
38226,Accessories,Eyewear,Sunglasses,,,,,,,
24679,Accessories,Belts,Belts,,,,,,,
59023,Footwear,Shoes,Heels,,,,,,,
21139,Apparel,Topwear,Tops,,,,,,,
56857,Footwear,Flip Flops,Flip Flops,,,,,,,
5689,Footwear,Shoes,Casual Shoes,,,,,,,
57985,Apparel,Topwear,Tops,,,,,,,
40932,Apparel,Bottomwear,Leggings,,,,,,,
38828,Apparel,Dress,Dresses,,,,,,,
21905,Apparel,Topwear,Kurtas,,,,,,,
25599,Apparel,Apparel Set,Kurta Sets,,,,,,,
38014,Accessories,Watches,Watches,,,,,,,
30279,Accessories,Eyewear,Sunglasses,,,,,,,
9044,Footwear,Shoes,Formal Shoes,,,,,,,
48363,Apparel,Topwear,Shirts,,,,,,,
6830,Footwear,Shoes,Sports Shoes,,,,,,,
18413,Footwear,Shoes,Sports Shoes,,,,,,,
12129,Apparel,Topwear,Kurtas,,,,,,,
42659,Apparel,Topwear,Kurtas,,,,,,,
8196,Apparel,Topwear,Shirts,,,,,,,
9878,Apparel,Topwear,Shirts,,,,,,,
28286,Accessories,Eyewear,Sunglasses,,,,,,,
12915,Apparel,Topwear,Tshirts,,,,,,,
15768,Apparel,Innerwear,Briefs,,,,,,,
45018,Accessories,Watches,Watches,,,,,,,
33098,Footwear,Shoes,Heels,,,,,,,
53941,Accessories,Bags,Handbags,,,,,,,
38470,Accessories,Bags,Handbags,,,,,,,
52893,Apparel,Saree,Sarees,,,,,,,
45824,Free Items,Vouchers,Ipad,,,,,,,
17803,Apparel,Topwear,Tshirts,,,,,,,
9420,Apparel,Topwear,Shirts,,,,,,,
48707,Accessories,Jewellery,Earrings,,,,,,,
19999,Apparel,Topwear,Tshirts,,,,,,,
29730,Accessories,Bags,Handbags,,,,,,,
3926,Apparel,Topwear,Tshirts,,,,,,,
6468,Footwear,Shoes,Casual Shoes,,,,,,,
3328,Apparel,Topwear,Tshirts,,,,,,,
19397,Apparel,Topwear,Tshirts,,,,,,,
18245,Apparel,Topwear,Tshirts,,,,,,,
27498,Apparel,Innerwear,Camisoles,,,,,,,
9612,Apparel,Topwear,Shirts,,,,,,,
23804,Footwear,Shoes,Casual Shoes,,,,,,,
48535,Accessories,Headwear,Caps,,,,,,,
42833,Accessories,Bags,Handbags,,,,,,,
29502,Accessories,Watches,Watches,,,,,,,
51418,Apparel,Topwear,Shirts,,,,,,,
7788,Apparel,Topwear,Tshirts,,,,,,,
55884,Personal Care,Nails,Nail Polish,,,,,,,
23038,Apparel,Bottomwear,Trousers,,,,,,,
14488,Footwear,Shoes,Casual Shoes,,,,,,,
10814,Apparel,Topwear,Shirts,,,,,,,
59675,Footwear,Shoes,Flats,,,,,,,
40758,Footwear,Flip Flops,Flip Flops,,,,,,,
38642,Apparel,Topwear,Tshirts,,,,,,,
10028,Apparel,Topwear,Tshirts,,,,,,,
4931,Apparel,Dress,Dresses,,,,,,,
32378,Apparel,Dress,Dresses,,,,,,,
39790,Apparel,Topwear,Shirts,,,,,,,
43740,Accessories,Jewellery,Bangle,,,,,,,
2467,Accessories,Headwear,Caps,,,,,,,
27205,Apparel,Bottomwear,Shorts,,,,,,,
55625,Footwear,Shoes,Formal Shoes,,,,,,,
42692,Footwear,Shoes,Flats,,,,,,,
50357,Apparel,Topwear,Kurtas,,,,,,,
17490,Footwear,Shoes,Heels,,,,,,,
34612,Apparel,Innerwear,Briefs,,,,,,,
7115,Accessories,Bags,Duffel Bag,,,,,,,
8961,Footwear,Shoes,Formal Shoes,,,,,,,
16542,Apparel,Topwear,Shirts,,,,,,,
22777,Apparel,Topwear,Kurtas,,,,,,,
39931,Accessories,Bags,Laptop Bag,,,,,,,
52400,Apparel,Loungewear and Nightwear,Nightdress,,,,,,,
4790,Apparel,Topwear,Tshirts,,,,,,,
37097,Apparel,Topwear,Tshirts,,,,,,,
44565,Footwear,Sandal,Sandals,,,,,,,
20020,Apparel,Topwear,Shirts,,,,,,,
11767,Apparel,Topwear,Tshirts,,,,,,,
36979,Accessories,Bags,Clutches,,,,,,,
57172,Apparel,Topwear,Tops,,,,,,,
24480,Footwear,Shoes,Formal Shoes,,,,,,,
58906,Accessories,Ties,Ties,,,,,,,
33437,Accessories,Bags,Handbags,,,,,,,
45685,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
36377,Accessories,Socks,Socks,,,,,,,
52632,Accessories,Bags,Handbags,,,,,,,
58308,Accessories,Socks,Socks,,,,,,,
14027,Apparel,Topwear,Tshirts,,,,,,,
20212,Apparel,Topwear,Sweatshirts,,,,,,,
5470,Footwear,Shoes,Sports Shoes,,,,,,,
44757,Footwear,Shoes,Casual Shoes,,,,,,,
25760,Apparel,Topwear,Suspenders,,,,,,,
56292,Apparel,Innerwear,Bra,,,,,,,
11555,Apparel,Topwear,Kurtas,,,,,,,
33605,Accessories,Wallets,Wallets,,,,,,,
10487,Apparel,Bottomwear,Jeans,,,,,,,
57340,Apparel,Innerwear,Bra,,,,,,,
27037,Accessories,Bags,Handbags,,,,,,,
13202,Footwear,Shoes,Sports Shoes,,,,,,,
43572,Accessories,Bags,Handbags,,,,,,,
2655,Accessories,Bags,Handbags,,,,,,,
30080,Accessories,Watches,Watches,,,,,,,
3787,Apparel,Topwear,Tshirts,,,,,,,
31152,Apparel,Topwear,Tshirts,,,,,,,
19738,Accessories,Wallets,Wallets,,,,,,,
34420,Apparel,Topwear,Tshirts,,,,,,,
23497,Footwear,Shoes,Casual Shoes,,,,,,,
50165,Footwear,Shoes,Heels,,,,,,,
49874,Accessories,Watches,Watches,,,,,,,
22545,Footwear,Shoes,Heels,,,,,,,
7327,Footwear,Shoes,Casual Shoes,,,,,,,
46000,Apparel,Saree,Sarees,,,,,,,
53384,Footwear,Shoes,Casual Shoes,,,,,,,
20676,Footwear,Shoes,Casual Shoes,,,,,,,
5014,Apparel,Bottomwear,Capris,,,,,,,
44333,Apparel,Topwear,Shirts,,,,,,,
36713,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
52256,Apparel,Innerwear,Briefs,,,,,,,
38689,Accessories,Bags,Clutches,,,,,,,
40793,Footwear,Shoes,Casual Shoes,,,,,,,
57724,Personal Care,Lips,Lip Gloss,,,,,,,
5828,Apparel,Topwear,Tshirts,,,,,,,
25304,Accessories,Wallets,Wallets,,,,,,,
11131,Accessories,Watches,Watches,,,,,,,
55073,Personal Care,Eyes,Mascara,,,,,,,
27453,Apparel,Innerwear,Bra,,,,,,,
13666,Apparel,Topwear,Shirts,,,,,,,
34878,Accessories,Bags,Handbags,,,,,,,
43116,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
2231,Footwear,Sandal,Sandals,,,,,,,
16314,Apparel,Topwear,Tshirts,,,,,,,
22121,Footwear,Shoes,Formal Shoes,,,,,,,
35196,Accessories,Bags,Backpacks,,,,,,,
7743,Apparel,Topwear,Tshirts,,,,,,,
46464,Accessories,Watches,Watches,,,,,,,
34044,Apparel,Topwear,Shirts,,,,,,,
6691,Accessories,Socks,Socks,,,,,,,
50501,Apparel,Innerwear,Briefs,,,,,,,
55241,Personal Care,Makeup,Foundation and Primer,,,,,,,
12586,Apparel,Topwear,Tshirts,,,,,,,
8539,Footwear,Flip Flops,Flip Flops,,,,,,,
31704,Accessories,Jewellery,Earrings,,,,,,,
43324,Apparel,Topwear,Tshirts,,,,,,,
2003,Apparel,Topwear,Tshirts,,,,,,,
13454,Apparel,Topwear,Tshirts,,,,,,,
54393,Accessories,Bags,Handbags,,,,,,,
7571,Apparel,Topwear,Tshirts,,,,,,,
46656,Personal Care,Fragrance,Deodorant,,,,,,,
16126,Apparel,Topwear,Tshirts,,,,,,,
22313,Apparel,Topwear,Jackets,,,,,,,
28629,Apparel,Topwear,Tshirts,,,,,,,
50733,Footwear,Sandal,Sandals,,,,,,,
34276,Apparel,Topwear,Dupatta,,,,,,,
18880,Apparel,Topwear,Shirts,,,,,,,
5226,Accessories,Bags,Waist Pouch,,,,,,,
44101,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
14671,Apparel,Topwear,Shirts,,,,,,,
21596,Apparel,Topwear,Shirts,,,,,,,
52064,Apparel,Topwear,Tshirts,,,,,,,
36521,Accessories,Bags,Handbags,,,,,,,
57516,Footwear,Shoes,Formal Shoes,,,,,,,
33053,Apparel,Topwear,Shirts,,,,,,,
41473,Footwear,Shoes,Heels,,,,,,,
32181,Footwear,Shoes,Sports Shoes,,,,,,,
39569,Footwear,Shoes,Heels,,,,,,,
25136,Accessories,Bags,Clutches,,,,,,,
11303,Apparel,Bottomwear,Jeans,,,,,,,
53370,Accessories,Bags,Handbags,,,,,,,
58798,Apparel,Topwear,Shirts,,,,,,,
20682,Footwear,Shoes,Casual Shoes,,,,,,,
45215,Accessories,Watches,Watches,,,,,,,
4132,Footwear,Shoes,Casual Shoes,,,,,,,
21750,Footwear,Shoes,Casual Shoes,,,,,,,
15565,Footwear,Shoes,Heels,,,,,,,
33295,Apparel,Topwear,Shirts,,,,,,,
40767,Accessories,Headwear,Caps,,,,,,,
10017,Apparel,Topwear,Jackets,,,,,,,
56602,Personal Care,Makeup,Kajal and Eyeliner,,,,,,,
32347,Accessories,Watches,Watches,,,,,,,
3317,Apparel,Topwear,Tshirts,,,,,,,
12740,Accessories,Bags,Backpacks,,,,,,,
55087,Personal Care,Skin Care,Face Wash and Cleanser,,,,,,,
54155,Accessories,Jewellery,Necklace and Chains,,,,,,,
30410,Apparel,Bottomwear,Jeans,,,,,,,
51427,Apparel,Topwear,Shirts,,,,,,,
35162,Footwear,Sandal,Sandals,,,,,,,
46490,Accessories,Watches,Watches,,,,,,,
47542,Footwear,Shoes,Flats,,,,,,,
6665,Footwear,Shoes,Sports Shoes,,,,,,,
